health_score,open_issues,open_ratio,repository,stars,forks,language,total_contributors,core_contributors,contribution_gini,top_contributor_percentage,total_commits,commits_per_day,activity_ratio,unique_authors,recent_issues_count,recent_issues_per_day,recent_resolution_rate,avg_comments_per_issue,log_stars,log_contributors,contributors_per_star,commits_per_contributor,time_window_days
75,1354,1.0,hashicorp/vault,32819,4416,Go,391,1,-0.1708675487939702,0.2160562929793699,847,4.705555555555556,0.7333333333333333,123,14,0.07777777777777778,0.0,0.2857142857142857,10.398793364644082,5.971261839790462,0.011913830403120143,2.166240409207161,180
85,28,0.5217391304347826,flannel-io/flannel,9199,2889,Go,228,2,-0.20590650525880727,0.17792932424054556,101,0.5611111111111111,0.2388888888888889,12,21,0.11666666666666667,0.47619047619047616,2.0,9.126958763037132,5.43372200355424,0.024785302750298947,0.44298245614035087,180
70,34,0.4,gorilla/mux,21500,1872,Go,101,2,-0.4415841584158416,0.21785714285714286,0,0.0,0.0,0,3,0.016666666666666666,0.0,7.6,9.975854724662028,4.624972813284271,0.004697674418604652,0.0,180
80,864,0.5882352941176471,gin-gonic/gin,83346,8278,Go,438,2,-0.27325660686143777,0.25055309734513276,65,0.3611111111111111,0.1388888888888889,32,34,0.18888888888888888,0.4117647058823529,1.9705882352941178,11.330767894729744,6.0844994130751715,0.005255201209416169,0.14840182648401826,180
85,1504,0.8333333333333334,tensorflow/tensorflow,190935,74769,C++,410,1,-0.32616332471420206,0.3687127199268389,2000,11.11111111111111,0.3388888888888889,213,6,0.03333333333333333,0.16666666666666666,1.3333333333333333,12.15969357234338,6.018593214496234,0.002147327624584283,4.878048780487805,180
75,16657,0.9444444444444444,pytorch/pytorch,91836,24788,Python,321,0,-0.42483646419051974,0.05496572225929746,2000,11.11111111111111,0.2777777777777778,339,36,0.2,0.05555555555555555,0.8888888888888888,11.427770545514637,5.7745515455444085,0.0034953612962237033,6.230529595015576,180
85,1897,0.8518518518518519,huggingface/transformers,147574,29808,Python,436,0,-0.21149949649633293,0.08740684602753568,1903,10.572222222222223,0.7888888888888889,529,27,0.15,0.14814814814814814,1.7777777777777777,11.90209180010889,6.07993319509559,0.002954449970862076,4.364678899082569,180
75,16,0.5454545454545454,microsoft/ML-For-Beginners,75761,16747,HTML,128,1,-0.22561318195908245,0.44575325480471173,13,0.07222222222222222,0.05,4,11,0.06111111111111111,0.45454545454545453,2.5454545454545454,11.235352126666735,4.859812404361672,0.0016895236335317644,0.1015625,180
50,89,0.0,openai/whisper,85679,10502,Python,78,1,-0.5216006216006216,0.43636363636363634,12,0.06666666666666667,0.016666666666666666,8,0,0.0,0.0,0.0,11.35837470512163,4.3694478524670215,0.0009103747709473734,0.15384615384615385,180
75,296,0.782608695652174,keras-team/keras,63259,19593,Python,405,1,-0.18874942888376978,0.37851191629529163,304,1.6888888888888889,0.6888888888888889,75,23,0.12777777777777777,0.21739130434782608,1.0,11.05500849685964,6.0063531596017325,0.006402251063089837,0.7506172839506173,180
60,195,0.0,apache/spark,41554,28702,Scala,335,0,-0.2909942995684758,0.05146999380204263,1530,8.5,0.9388888888888889,196,0,0.0,0.0,0.0,10.634773129987126,5.817111159963204,0.008061799104779324,4.567164179104478,180
85,1239,0.8611111111111112,streamlit/streamlit,40621,3614,Python,270,3,-0.10792763720816526,0.1615841584158416,1003,5.572222222222222,0.85,53,36,0.2,0.1388888888888889,2.388888888888889,10.61206507075143,5.602118820879701,0.0066468083011250335,3.714814814814815,180
75,1916,0.5,mlflow/mlflow,21354,4708,Python,453,1,-0.13287412649320757,0.2984476067270375,1177,6.538888888888889,0.8,93,14,0.07777777777777778,0.5,0.9285714285714286,9.969041183275566,6.118097198041348,0.021213824107895476,2.598233995584989,180
45,417,0.0,microsoft/nni,14237,1823,Python,175,2,-0.1697844611528822,0.13543859649122808,0,0.0,0.0,0,0,0.0,0.0,0.0,9.563669725663818,5.170483995038151,0.01229191543162183,0.0,180
75,2981,1.0,ray-project/ray,38216,6653,Python,413,0,-0.19280737714355878,0.05398842527014448,2000,11.11111111111111,0.8055555555555556,217,26,0.14444444444444443,0.0,0.34615384615384615,10.551035721777897,6.025865973825314,0.01080699183588026,4.842615012106537,180
85,465,0.4827586206896552,dmlc/xgboost,27166,8794,C++,402,2,-0.10282308245170997,0.25295109612141653,172,0.9555555555555556,0.4888888888888889,19,29,0.16111111111111112,0.5172413793103449,4.379310344827586,10.20975828042422,5.998936561946683,0.014797909151144813,0.42786069651741293,180
85,639,0.725,catboost/catboost,8488,1231,C++,195,1,-0.1337855715628222,0.4379670264500059,559,3.1055555555555556,0.8722222222222222,83,76,0.4222222222222222,0.2631578947368421,1.2875,9.046526486737967,5.278114659230517,0.022973609802073514,2.8666666666666667,180
80,459,0.6206896551724138,microsoft/LightGBM,17432,3918,C++,317,3,-0.1257482085693657,0.23981405523653268,52,0.28888888888888886,0.21666666666666667,13,58,0.32222222222222224,0.3793103448275862,2.5172413793103448,9.766120240743215,5.762051382780177,0.018184947223497016,0.1640378548895899,180
85,63,0.5333333333333333,optuna/optuna,12369,1139,Python,271,0,-0.15437155396641639,0.096088481251686,724,4.022222222222222,0.6833333333333333,52,15,0.08333333333333333,0.4666666666666667,2.1333333333333333,9.423029465386534,5.605802066295998,0.021909612741531248,2.6715867158671585,180
75,12053,0.6216216216216216,microsoft/vscode,175073,34001,TypeScript,328,1,-0.08643292444491242,0.10683058827209735,2000,11.11111111111111,0.32222222222222224,126,74,0.4111111111111111,0.3783783783783784,0.8648648648648649,12.072964020669621,5.796057750765372,0.001873504195392779,6.097560975609756,180
0,0,0.0,Unknown,0,0,Unknown,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180
45,993,0.0,atom/atom,60561,17314,JavaScript,325,1,-0.08057056992462258,0.3690728238724883,0,0.0,0.0,0,0,0.0,0.0,0.0,11.01142291266509,5.786897381366708,0.005366489985304074,0.0,180
85,1972,0.6333333333333333,neovim/neovim,91447,6211,Vim Script,434,2,-0.10691353096991908,0.1652283464566929,1674,9.3,1.1166666666666667,147,30,0.16666666666666666,0.36666666666666664,2.433333333333333,11.423525783705614,6.075346031088684,0.0047459184008223345,3.857142857142857,180
75,1467,0.7,prettier/prettier,50772,4538,JavaScript,431,3,-0.08063461812838046,0.22206463377570662,509,2.827777777777778,0.65,36,40,0.2222222222222222,0.3,0.8,10.835119996209482,6.068425588244111,0.008488930906799023,1.1809744779582367,180
85,92,0.4186046511627907,eslint/eslint,26135,4766,JavaScript,414,1,-0.13504891376322167,0.3032181168057211,335,1.8611111111111112,0.6722222222222223,50,43,0.2388888888888889,0.5813953488372093,3.1627906976744184,10.171068953280907,6.028278520230698,0.015840826477903195,0.8091787439613527,180
85,753,0.21428571428571427,babel/babel,43667,5724,TypeScript,411,1,-0.09074894123996122,0.3453359962406015,270,1.5,0.5888888888888889,23,28,0.15555555555555556,0.7857142857142857,3.642857142857143,10.68437084740016,6.021023349349527,0.009412141892046626,0.656934306569343,180
80,28,0.2916666666666667,postcss/postcss,28827,1578,TypeScript,382,1,-0.12108402712213544,0.7608047690014903,41,0.22777777777777777,0.10555555555555556,15,21,0.11666666666666667,0.7142857142857143,3.3333333333333335,10.269102416044332,5.948034989180646,0.013251465639851528,0.10732984293193717,180
85,167,0.3333333333333333,stylelint/stylelint,11304,971,JavaScript,418,4,-0.1021442469176976,0.23868794845511787,234,1.3,0.4111111111111111,26,24,0.13333333333333333,0.6666666666666666,2.375,9.33300038471207,6.037870919922137,0.03697806086341118,0.5598086124401914,180
70,457,0.35714285714285715,jshint/jshint,9031,1637,JavaScript,244,2,-0.16539838690858177,0.2873665480427046,0,0.0,0.0,0,9,0.05,0.7777777777777778,3.5,9.108529105829499,5.501258210544727,0.02701804894253128,0.0,180
85,250,0.7096774193548387,facebook/watchman,13210,1027,C++,291,2,-0.13071633130312574,0.42582482791360077,264,1.4666666666666666,0.9,56,14,0.07777777777777778,0.21428571428571427,10.612903225806452,9.488805094878353,5.676753802268282,0.02202876608629826,0.9072164948453608,180
0,0,0.0,Unknown,0,0,Unknown,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180
70,380,0.23809523809523808,browserify/browserify,14691,1202,JavaScript,170,2,-0.4048334775086505,0.17095588235294118,0,0.0,0.0,0,2,0.011111111111111112,0.5,3.7142857142857144,9.595058406939557,5.14166355650266,0.01157171057109795,0.0,180
80,100,0.18421052631578946,shelljs/shelljs,14364,738,JavaScript,84,2,-0.18138187478381182,0.4406779661016949,46,0.25555555555555554,0.1,5,10,0.05555555555555555,0.7,5.526315789473684,9.57254997141339,4.442651256490317,0.005847953216374269,0.5476190476190477,180
70,191,0.9,commitizen/cz-cli,17262,557,JavaScript,86,3,-0.30679544886221555,0.2849462365591398,0,0.0,0.0,0,1,0.005555555555555556,0.0,4.8,9.756320761816548,4.465908118654584,0.004982041478391843,0.0,180
85,12050,0.6730769230769231,flutter/flutter,171565,28906,Dart,382,2,-0.15148212419384013,0.24252905186757326,2000,11.11111111111111,0.7388888888888889,210,52,0.28888888888888886,0.3269230769230769,1.0769230769230769,12.052723311206492,5.948034989180646,0.0022265613615830735,5.2356020942408374,180
85,1061,0.631578947368421,facebook/react-native,123180,24769,C++,308,0,-0.27844212725635653,0.05376918420396681,2000,11.11111111111111,0.6055555555555555,163,19,0.10555555555555556,0.3684210526315789,3.4210526315789473,11.72141009740909,5.733341276897746,0.0025004059100503327,6.4935064935064934,180
85,587,0.7741935483870968,ionic-team/ionic-framework,51928,13441,TypeScript,395,4,-0.06700912464289445,0.17775385719411554,190,1.0555555555555556,0.35555555555555557,24,31,0.17222222222222222,0.22580645161290322,1.3225806451612903,10.857632679961252,5.981414211254481,0.007606686180865814,0.4810126582278481,180
65,49,0.15789473684210525,apache/cordova,667,69,,9,4,-0.9024943310657596,0.24489795918367346,1,0.005555555555555556,0.005555555555555556,1,5,0.027777777777777776,0.8,3.4210526315789473,6.504288173536645,2.302585092994046,0.013493253373313344,0.1111111111111111,180
0,0,0.0,Unknown,0,0,Unknown,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180
70,914,0.64,NativeScript/NativeScript,24915,1670,TypeScript,233,2,-0.13691687833931857,0.1310204081632653,76,0.4222222222222222,0.2222222222222222,5,20,0.1111111111111111,0.3,0.92,10.123265446374036,5.455321115357702,0.009351796106762995,0.3261802575107296,180
85,797,0.2,expo/expo,42010,7739,TypeScript,404,1,-0.09851529716146815,0.11629090339752622,2000,11.11111111111111,0.8722222222222222,228,25,0.1388888888888889,0.8,1.32,10.645686767736345,6.003887067106539,0.009616757914782195,4.9504950495049505,180
45,2,0.0,phonegap/phonegap,3965,895,,16,4,-0.5344887955182073,0.3025210084033613,0,0.0,0.0,0,0,0.0,0.0,0.0,8.285513309079741,2.833213344056216,0.00403530895334174,0.0,180
45,138,0.0,quasar/Quasar,9418,2590,C#,13,2,-0.38956975228161667,0.75,0,0.0,0.0,0,0,0.0,0.0,0.0,9.150484204822817,2.6390573296152584,0.0013803355277128902,0.0,180
0,0,0.0,Unknown,0,0,Unknown,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180
75,221,0.8275862068965517,framework7io/framework7,18418,3227,JavaScript,144,1,-0.05853851927174124,0.9032539221382917,6,0.03333333333333333,0.03333333333333333,2,20,0.1111111111111111,0.2,1.8275862068965518,9.821138019519102,4.976733742420574,0.00781843848409165,0.041666666666666664,180
70,205,0.6,mobile-shell/mosh,13121,762,C++,67,2,-0.14345463458389396,0.5038434661076171,0,0.0,0.0,0,11,0.06111111111111111,0.45454545454545453,9.45,9.482045489904824,4.219507705176107,0.005106318115997256,0.0,180
80,1972,0.32432432432432434,jupyter/notebook,12453,5310,Jupyter Notebook,370,4,-0.09275972843322268,0.22614787177339526,43,0.2388888888888889,0.15555555555555556,10,37,0.20555555555555555,0.6756756756756757,2.864864864864865,9.429797135432397,5.916202062607435,0.02971171605235686,0.11621621621621622,180
85,725,0.7666666666666667,plotly/plotly.js,17756,1916,JavaScript,238,3,-0.08522237168643643,0.2505134236959038,444,2.466666666666667,0.45,22,60,0.3333333333333333,0.23333333333333334,1.5,9.784535083358834,5.476463551931511,0.013403919801757152,1.865546218487395,180
85,780,0.5769230769230769,apache/superset,67308,15398,TypeScript,424,1,-0.14333410915933215,0.1523890118474157,813,4.516666666666667,0.8111111111111111,151,26,0.14444444444444443,0.4230769230769231,2.1538461538461537,11.117049236260911,6.052089168924417,0.006299399774172461,1.9174528301886793,180
85,1510,0.8888888888888888,apache/airflow,41273,15377,Python,414,1,-0.20105918510589416,0.15717114357230919,2000,11.11111111111111,0.5111111111111111,244,18,0.1,0.1111111111111111,1.0555555555555556,10.627988040754069,6.028278520230698,0.010030770721779372,4.830917874396135,180
85,1180,0.8125,dask/dask,13366,1790,Python,415,1,-0.10543594766049388,0.3292617014376824,156,0.8666666666666667,0.3333333333333333,19,48,0.26666666666666666,0.1875,1.1458333333333333,9.500544261971474,6.030685260261263,0.031048930121203053,0.3759036144578313,180
85,837,0.6842105263157895,bokeh/bokeh,19992,4222,TypeScript,385,2,-0.06558525515184124,0.38388892011917475,127,0.7055555555555556,0.36666666666666664,16,57,0.31666666666666665,0.3157894736842105,1.3157894736842106,9.903137491271833,5.955837369464831,0.019257703081232494,0.32987012987012987,180
80,159,0.5319148936170213,vega/altair,9908,811,Python,159,1,-0.10387909905868083,0.5381770145310436,35,0.19444444444444445,0.1111111111111111,15,31,0.17222222222222222,0.3548387096774194,3.3404255319148937,9.201198714058899,5.075173815233827,0.01604763827210335,0.22012578616352202,180
85,1285,0.8333333333333334,pydata/xarray,3924,1165,Python,418,1,-0.14412246402908543,0.2903225806451613,267,1.4833333333333334,0.55,66,36,0.2,0.16666666666666666,2.638888888888889,8.275121630216509,6.037870919922137,0.10652395514780835,0.638755980861244,180
70,549,0.8181818181818182,vaexio/vaex,8415,599,Python,64,1,-0.08615041017797553,0.8826473859844272,0,0.0,0.0,0,7,0.03888888888888889,0.0,3.1818181818181817,9.03788993497749,4.174387269895637,0.0076054664289958405,0.0,180
85,1102,0.7857142857142857,rapidsai/cudf,9075,960,C++,257,0,-0.1677442490890998,0.07971680536579306,1129,6.272222222222222,0.7722222222222223,59,14,0.07777777777777778,0.21428571428571427,1.4285714285714286,9.113388845899733,5.552959584921617,0.028319559228650138,4.392996108949417,180
85,11452,0.8846153846153846,rust-lang/rust,105358,13584,Rust,449,1,-0.24041095517596273,0.1795202446265931,2000,11.11111111111111,0.39444444444444443,205,26,0.14444444444444443,0.11538461538461539,1.5384615384615385,11.565128845104088,6.1092475827643655,0.0042616602441200475,4.4543429844097995,180
85,2322,0.6170212765957447,denoland/deno,103715,5661,Rust,426,3,-0.12226196630014188,0.15926597190756683,997,5.538888888888889,0.8555555555555555,106,47,0.2611111111111111,0.3829787234042553,1.5106382978723405,11.54941167354064,6.056784013228625,0.004107409728583137,2.34037558685446,180
85,3171,0.8666666666666667,servo/servo,31089,3210,Rust,411,0,-0.1691966275336239,0.08622067469604429,1878,10.433333333333334,0.9944444444444445,106,30,0.16666666666666666,0.13333333333333333,1.3,10.344641503052799,6.021023349349527,0.0132201100067548,4.569343065693431,180
85,400,0.5151515151515151,tokio-rs/tokio,29177,2701,Rust,439,2,-0.22359553060556672,0.1801952580195258,148,0.8222222222222222,0.4444444444444444,66,33,0.18333333333333332,0.48484848484848486,3.0303030303030303,10.28117027963184,6.0867747269123065,0.015046097953867773,0.33712984054669703,180
80,336,0.7049180327868853,serde-rs/serde,9851,841,Rust,175,2,-0.08418795332702618,0.6276674025018396,36,0.2,0.07222222222222222,6,34,0.18888888888888888,0.35294117647058826,3.80327868852459,9.195429759240428,5.170483995038151,0.017764693939701554,0.2057142857142857,180
85,370,0.52,clap-rs/clap,15333,1113,Rust,417,2,-0.09016992537426578,0.4506739830609567,194,1.0777777777777777,0.34444444444444444,25,50,0.2777777777777778,0.48,2.24,9.63782786411884,6.035481432524756,0.027196243396595578,0.46522781774580335,180
85,147,0.045454545454545456,diesel-rs/diesel,13503,1138,Rust,397,2,-0.1364457634186615,0.31536748329621384,268,1.488888888888889,0.5777777777777777,41,22,0.12222222222222222,0.9545454545454546,2.8181818181818183,9.510741216835738,5.986452005284438,0.029400873879878546,0.6750629722921915,180
85,247,0.55,actix/actix-web,23303,1760,Rust,356,2,-0.10242720452744325,0.5354824751189962,103,0.5722222222222222,0.16111111111111112,13,20,0.1111111111111111,0.45,1.15,10.05638029863927,5.877735781779639,0.015277002960992147,0.2893258426966292,180
75,243,0.4,hyperium/hyper,15415,1661,Rust,393,1,-0.18315022277024695,0.6110520722635494,15,0.08333333333333333,0.06111111111111111,9,38,0.2111111111111111,0.7368421052631579,4.923076923076923,9.643161210094203,5.976350909297934,0.02549464807006163,0.03816793893129771,180
75,383,0.85,drager/wasm-pack,6752,447,Rust,140,2,-0.2089055910024873,0.36411809235427706,3,0.016666666666666666,0.005555555555555556,2,29,0.16111111111111112,0.13793103448275862,4.55,8.817742129574842,4.948759890378168,0.020734597156398103,0.02142857142857143,180
55,31,0.0,laravel/laravel,81636,24436,Blade,398,1,-0.10130642653605938,0.7013124151455725,59,0.3277777777777778,0.2611111111111111,26,0,0.0,0.0,0.0,11.310037869555806,5.988961416889864,0.00487530011269538,0.14824120603015076,180
85,872,0.41379310344827586,symfony/symfony,30460,9656,PHP,363,2,-0.09189474801594393,0.39683176556253996,1773,9.85,1.238888888888889,201,29,0.16111111111111112,0.5862068965517241,1.3793103448275863,10.324202455851168,5.8971538676367405,0.011917268548916612,4.884297520661157,180
85,155,0.4117647058823529,composer/composer,29053,4665,PHP,381,1,-0.12793443606306926,0.6411098625637479,108,0.6,0.16666666666666666,27,51,0.2833333333333333,0.5882352941176471,2.4901960784313726,10.276911446432829,5.945420608606575,0.013113964134512787,0.28346456692913385,180
0,0,0.0,Unknown,0,0,Unknown,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180
85,1279,0.5263157894736842,doctrine/orm,10080,2545,PHP,320,3,-0.13676879389231753,0.20004256224728667,226,1.2555555555555555,0.45555555555555555,31,19,0.10555555555555556,0.47368421052631576,2.263157894736842,9.218407743053941,5.771441123130016,0.031746031746031744,0.70625,180
75,30,0.21568627450980393,guzzle/guzzle,23414,2391,PHP,349,1,-0.12696840406461246,0.6779089376053963,6,0.03333333333333333,0.016666666666666666,2,15,0.08333333333333333,0.5333333333333333,4.647058823529412,10.061132121617643,5.857933154483459,0.014905612026992398,0.017191977077363897,180
85,124,0.24489795918367346,sebastianbergmann/phpunit,19888,2218,PHP,392,1,-0.043565335565163815,0.8470923501647519,1038,5.766666666666667,0.6388888888888888,16,49,0.2722222222222222,0.7551020408163265,2.1020408163265305,9.897922094063247,5.973809611869261,0.019710378117457763,2.6479591836734695,180
85,56,0.2916666666666667,cakephp/cakephp,8756,3400,PHP,351,3,-0.07094691051680299,0.4215770609318996,243,1.35,0.6277777777777778,30,24,0.13333333333333333,0.7083333333333334,3.6666666666666665,9.077608659522225,5.863631175598097,0.04008679762448607,0.6923076923076923,180
85,1324,0.38461538461538464,rails/rails,57201,21901,Ruby,364,1,-0.19663537129661973,0.11686259807728357,962,5.344444444444444,1.0277777777777777,200,13,0.07222222222222222,0.6153846153846154,2.076923076923077,10.954344141791593,5.8998973535824915,0.006363525113197321,2.642857142857143,180
80,216,0.4878048780487805,jekyll/jekyll,50377,10150,Ruby,389,2,-0.10415084185514949,0.361819235225956,24,0.13333333333333333,0.044444444444444446,11,32,0.17777777777777778,0.53125,2.731707317073171,10.82730985082563,5.966146739123692,0.007721777795422514,0.061696658097686374,180
45,0,0.0,rspec/rspec-core,1232,753,Ruby,301,3,-0.09436379568699997,0.2884203002144389,0,0.0,0.0,0,0,0.0,0.0,0.0,7.117205503164344,5.71042701737487,0.24431818181818182,0.0,180
85,290,0.5454545454545454,rubygems/rubygems,3788,1827,Ruby,356,2,-0.10399765582234224,0.2579208097223707,788,4.377777777777778,0.8,47,11,0.06111111111111111,0.45454545454545453,3.8181818181818183,8.239857411018601,5.877735781779639,0.09398099260823653,2.2134831460674156,180
45,0,0.0,rubygems/bundler,4882,1985,Ruby,364,3,-0.11512682669333778,0.2585569817191754,0,0.0,0.0,0,0,0.0,0.0,0.0,8.49351506406166,5.8998973535824915,0.07455960671855796,0.0,180
75,41,0.5,sinatra/sinatra,12328,2070,Ruby,367,1,-0.15868649998000675,0.36451781970649894,7,0.03888888888888889,0.03333333333333333,5,12,0.06666666666666667,0.4166666666666667,5.6875,9.419709489868552,5.908082938168931,0.029769630110317975,0.01907356948228883,180
80,105,0.5135135135135135,puma/puma,7775,1465,Ruby,401,3,-0.17237604979993343,0.3227329974811083,27,0.15,0.1,10,18,0.1,0.3888888888888889,9.702702702702704,8.958797346140274,5.996452088619021,0.05157556270096463,0.06733167082294264,180
85,50,0.24324324324324326,sidekiq/sidekiq,13346,2454,Ruby,420,1,-0.12852499775334753,0.7139861606206752,107,0.5944444444444444,0.3111111111111111,27,74,0.4111111111111111,0.7567567567567568,2.6621621621621623,9.499046919474152,6.042632833682381,0.03147010340176832,0.25476190476190474,180
75,8420,0.9473684210526315,swiftlang/swift,68892,10506,C++,342,1,-0.1374300472833756,0.20727283247027511,2000,11.11111111111111,0.6222222222222222,106,19,0.10555555555555556,0.05263157894736842,0.631578947368421,11.140309855323784,5.8377304471659395,0.004964291935202926,5.847953216374269,180
75,51,0.2857142857142857,Alamofire/Alamofire,42026,7624,Swift,245,3,-0.17640629535673266,0.47557204700061845,1,0.005555555555555556,0.005555555555555556,1,24,0.13333333333333333,0.6666666666666666,4.942857142857143,10.646067547864224,5.5053315359323625,0.005829724456288964,0.004081632653061225,180
75,476,0.8412698412698413,realm/realm-swift,16527,2200,Objective-C,136,2,-0.10121281231602172,0.2850996164998597,14,0.07777777777777778,0.05,4,37,0.20555555555555555,0.13513513513513514,4.603174603174603,9.71281119135942,4.919980925828125,0.008228958673685484,0.10294117647058823,180
75,134,0.5555555555555556,SwiftyJSON/SwiftyJSON,22892,3449,Swift,136,3,-0.2637946204122675,0.22364672364672364,11,0.06111111111111111,0.011111111111111112,3,2,0.011111111111111112,0.5,2.5555555555555554,10.038586465957742,4.919980925828125,0.005940940066398742,0.08088235294117647,180
75,54,0.5333333333333333,SnapKit/SnapKit,20219,2018,Swift,79,1,-0.2131087334426952,0.7640232108317214,1,0.005555555555555556,0.005555555555555556,1,9,0.05,0.5555555555555556,1.8666666666666667,9.914427492574463,4.382026634673881,0.003907215984964637,0.012658227848101266,180
0,0,0.0,Unknown,0,0,Unknown,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180
80,111,0.36666666666666664,vapor/vapor,25432,1493,Swift,243,3,-0.08595521132368714,0.4792786544130397,19,0.10555555555555556,0.08888888888888889,10,24,0.13333333333333333,0.5833333333333334,2.0,10.143802822358657,5.497168225293202,0.0095548914753067,0.07818930041152264,180
60,83,0.0,mongodb/mongo,27369,5657,C++,311,0,-0.3759504658344651,0.0904129597662993,2000,11.11111111111111,0.43333333333333335,207,0,0.0,0.0,0.0,10.217202802034725,5.7430031878094825,0.011363221162629252,6.430868167202572,180
60,0,0.0,postgres/postgres,18120,5025,C,42,3,-0.30122871612916013,0.28663105314277787,1447,8.03888888888889,0.9777777777777777,31,0,0.0,0.0,0.0,9.804826765712157,3.7612001156935624,0.002317880794701987,34.45238095238095,180
60,5,0.0,mysql/mysql-server,11561,4079,C++,103,0,-0.3500074192211686,0.08948262198573531,1305,7.25,0.8166666666666667,113,0,0.0,0.0,0.0,9.355479137642421,4.6443908991413725,0.008909263904506531,12.669902912621358,180
60,244,0.0,MariaDB/server,6223,1842,C++,75,1,-0.35156363127122503,0.13433462871547105,748,4.155555555555556,1.1722222222222223,66,0,0.0,0.0,0.0,8.736168065858228,4.330733340286331,0.012052064920456372,9.973333333333333,180
60,538,0.0,apache/cassandra,9294,3723,Java,272,2,-0.103677015755329,0.22331788693234475,739,4.105555555555555,1.6055555555555556,60,0,0.0,0.0,0.0,9.137231900155545,5.60947179518496,0.029266193242952442,2.7169117647058822,180
85,2420,0.8571428571428571,saltstack/salt,14668,5535,Python,287,2,-0.1620474205237439,0.19586524105379763,910,5.055555555555555,1.3666666666666667,62,42,0.23333333333333334,0.14285714285714285,1.3333333333333333,9.593491702487762,5.662960480135946,0.019566403054267795,3.1707317073170733,180
75,396,1.0,chef/chef,7893,2524,Ruby,294,3,-0.11278213806806285,0.2131630648330059,207,1.15,0.39444444444444443,31,1,0.005555555555555556,0.0,0.0,8.973858256222792,5.68697535633982,0.03724819460281262,0.7040816326530612,180
70,81,0.7333333333333333,puppetlabs/puppet,7645,2201,Ruby,258,2,-0.13195866257251454,0.17754388991933745,0,0.0,0.0,0,8,0.044444444444444446,0.25,5.333333333333333,8.941937914256359,5.556828061699537,0.033747547416612164,0.0,180
85,303,0.3611111111111111,hashicorp/packer,15418,3333,Go,358,2,-0.15001577066493002,0.19379986600889212,111,0.6166666666666667,0.31666666666666665,21,36,0.2,0.6388888888888888,3.7222222222222223,9.643355794171352,5.883322388488279,0.023219613438837723,0.3100558659217877,180
