health_score,open_issues,open_ratio,repository,stars,forks,language,total_contributors,core_contributors,contribution_gini,top_contributor_percentage,total_commits,commits_per_day,activity_ratio,unique_authors,recent_issues_count,recent_issues_per_day,recent_resolution_rate,avg_comments_per_issue,log_stars,log_contributors,contributors_per_star,commits_per_contributor,time_window_days
80,583,0.5217391304347826,parcel-bundler/parcel,43919,2262,JavaScript,408,2,-0.17155007164155986,0.30414746543778803,84,0.4666666666666667,0.17222222222222222,7,69,0.38333333333333336,0.4782608695652174,2.072463768115942,10.690125076183412,6.013715156042802,0.009289829003392609,0.20588235294117646,180
85,600,0.5,rollup/rollup,25905,1609,JavaScript,388,2,-0.09288325269318354,0.4324826770322799,163,0.9055555555555556,0.3277777777777778,30,30,0.16666666666666666,0.5,3.0,10.162229881090202,5.963579343618446,0.01497780351283536,0.42010309278350516,180
85,2162,0.7368421052631579,storybookjs/storybook,87348,9627,TypeScript,370,2,-0.0911728326259627,0.2255224503035077,2000,11.11111111111111,0.5611111111111111,54,38,0.2111111111111111,0.2631578947368421,2.1052631578947367,11.377666867299762,5.916202062607435,0.004235929843843019,5.405405405405405,180
85,9210,0.6176470588235294,python/cpython,68066,32458,Python,351,0,-0.17301334024406165,0.09732534447629243,2000,11.11111111111111,0.7611111111111111,372,34,0.18888888888888888,0.38235294117647056,3.764705882352941,11.12824779319225,5.863631175598097,0.005156759615667147,5.698005698005698,180
80,14,0.19230769230769232,pallets/flask,70061,16503,Python,401,2,-0.12925855161723868,0.3619086965502995,48,0.26666666666666666,0.09444444444444444,8,24,0.13333333333333333,0.8333333333333334,2.1538461538461537,11.15713584330377,5.996452088619021,0.005723583734174505,0.11970074812967581,180
60,352,0.0,django/django,84381,32738,Python,392,1,-0.1406840352320519,0.11943056601190884,404,2.2444444444444445,0.9944444444444445,115,0,0.0,0.0,0.0,11.343109387696558,5.973809611869261,0.004645595572462995,1.030612244897959,180
85,2320,0.38461538461538464,numpy/numpy,30029,11124,Python,435,1,-0.13874179499414951,0.19477281640428035,1231,6.838888888888889,0.9388888888888889,127,26,0.14444444444444443,0.6153846153846154,5.423076923076923,10.309952160977376,6.077642243349034,0.01448599686969263,2.829885057471264,180
85,3738,0.6578947368421053,pandas-dev/pandas,46115,18731,Python,413,3,-0.14122576199552533,0.16345604303244243,398,2.2111111111111112,0.7277777777777777,130,38,0.2111111111111111,0.34210526315789475,2.736842105263158,10.738915240352844,6.025865973825314,0.008955871191586251,0.9636803874092009,180
80,268,0.22448979591836735,psf/requests,53100,9507,Python,402,3,-0.20530666472830653,0.2721861471861472,41,0.22777777777777777,0.16111111111111112,18,49,0.2722222222222222,0.7755102040816326,2.2244897959183674,10.879951039444416,5.998936561946683,0.0075706214689265534,0.10199004975124377,180
85,920,0.4411764705882353,pytest-dev/pytest,12917,2833,Python,375,3,-0.11316571841416057,0.26402059062584665,245,1.3611111111111112,0.5555555555555556,51,34,0.18888888888888888,0.5588235294117647,3.588235294117647,9.466376966592419,5.929589143389895,0.029031508864287372,0.6533333333333333,180
85,2163,0.16,scikit-learn/scikit-learn,62799,26086,Python,410,1,-0.18721563456634946,0.10673234811165845,554,3.077777777777778,0.7333333333333333,159,25,0.1388888888888889,0.84,3.16,11.04771035245629,6.018593214496234,0.00652876638163028,1.351219512195122,180
85,1656,0.6296296296296297,matplotlib/matplotlib,21480,7938,Python,420,2,-0.11196020532755227,0.13700036227508755,814,4.522222222222222,1.1111111111111112,97,27,0.15,0.37037037037037035,3.6296296296296298,9.974924102473977,6.042632833682381,0.019553072625698324,1.938095238095238,180
85,1755,0.5476190476190477,scipy/scipy,13857,5433,Python,414,1,-0.16686733251451302,0.12791064554805326,1174,6.522222222222222,1.05,127,42,0.23333333333333334,0.4523809523809524,4.428571428571429,9.536617962187327,6.028278520230698,0.02987659666594501,2.8357487922705316,180
80,97,0.41379310344827586,encode/django-rest-framework,29346,6984,Python,385,1,-0.16009418301942063,0.5410696552702511,35,0.19444444444444445,0.16111111111111112,26,28,0.15555555555555556,0.5714285714285714,2.3448275862068964,10.286945605381202,5.955837369464831,0.013119334832685885,0.09090909090909091,180
85,759,0.4,celery/celery,26896,4818,Python,396,1,-0.1256489133761861,0.6837575757575758,103,0.5722222222222222,0.3611111111111111,35,35,0.19444444444444445,0.6,2.142857142857143,10.199770035207079,5.983936280687191,0.014723378941106485,0.2601010101010101,180
85,240,0.4,sqlalchemy/sqlalchemy,10697,1562,Python,407,1,-0.04487706831869925,0.8199870747899654,276,1.5333333333333334,0.6388888888888888,40,45,0.25,0.6,3.4,9.277812087091196,6.0112671744041615,0.03804805085538001,0.6781326781326781,180
85,34,0.4090909090909091,joke2k/faker,18572,2005,Python,415,1,-0.1761628710363025,0.5712725286728564,108,0.6,0.09444444444444444,27,36,0.2,0.5277777777777778,2.0681818181818183,9.829464192187341,6.030685260261263,0.02234546629334482,0.26024096385542167,180
85,129,0.3076923076923077,python-pillow/Pillow,12946,2311,Python,384,3,-0.05769295528017242,0.3404146141215107,617,3.4277777777777776,0.7888888888888889,16,26,0.14444444444444443,0.6923076923076923,4.5,9.468619380058648,5.953243334287785,0.029661671558782635,1.6067708333333333,180
85,210,0.1951219512195122,tornadoweb/tornado,22071,5534,Python,371,1,-0.1151623373972598,0.7615750757247944,98,0.5444444444444444,0.21666666666666667,10,22,0.12222222222222222,0.8181818181818182,3.1219512195121952,10.002065115897121,5.918893854273146,0.016809387884554394,0.2641509433962264,180
75,282,0.16,bottlepy/bottle,8633,1485,Python,186,1,-0.1370374762808349,0.7536764705882353,16,0.08888888888888889,0.05,7,8,0.044444444444444446,0.875,4.24,9.063463176115423,5.231108616854587,0.02154523340669524,0.08602150537634409,180
85,1063,0.4888888888888889,pypa/pip,9874,3116,Python,392,2,-0.13272866111044987,0.20825986708259867,383,2.1277777777777778,0.7166666666666667,51,45,0.25,0.5111111111111111,3.2222222222222223,9.197761589769323,5.973809611869261,0.0397002228073729,0.9770408163265306,180
85,645,0.32653061224489793,pypa/setuptools,2727,1293,Python,389,2,-0.10659722593809808,0.4821538251552583,483,2.683333333333333,0.4777777777777778,19,49,0.2722222222222222,0.673469387755102,3.36734693877551,7.911324018963353,5.966146739123692,0.14264759809314265,1.2416452442159382,180
80,36,0.3225806451612903,pypa/virtualenv,4946,1061,Python,140,2,-0.1952456061288869,0.6182965299684543,76,0.4222222222222222,0.17777777777777778,15,21,0.11666666666666667,0.8095238095238095,2.935483870967742,8.506536611227709,4.948759890378168,0.028305701577031946,0.5428571428571428,180
85,194,0.410958904109589,boto/boto3,9456,1920,Python,140,1,-0.06726285964290923,0.7008896018667056,408,2.2666666666666666,0.6611111111111111,12,73,0.40555555555555556,0.589041095890411,2.6986301369863015,9.154510487015513,4.948759890378168,0.014805414551607445,2.914285714285714,180
75,1128,0.6341463414634146,paramiko/paramiko,9454,2020,Python,137,1,-0.09033281195689954,0.8142857142857143,6,0.03333333333333333,0.016666666666666666,2,19,0.10555555555555556,0.3157894736842105,4.2682926829268295,9.154298981092557,4.927253685157205,0.01449122064734504,0.043795620437956206,180
75,486,0.8333333333333334,fabric/fabric,15184,1948,Python,17,1,-0.24650907091808685,0.9825545171339564,2,0.011111111111111112,0.005555555555555556,1,9,0.05,0.1111111111111111,4.944444444444445,9.62806337747985,2.8903717578961645,0.001119599578503688,0.11764705882352941,180
85,857,0.5714285714285714,ansible/ansible,65743,24047,Python,375,2,-0.19163806680409765,0.1208681847262043,287,1.5944444444444446,0.55,38,28,0.15555555555555556,0.42857142857142855,3.3214285714285716,11.093523691123192,5.929589143389895,0.00570402932631611,0.7653333333333333,180
85,662,0.5185185185185185,scrapy/scrapy,57763,10971,Python,370,3,-0.11271691320764932,0.21512268402603907,202,1.1222222222222222,0.43333333333333335,15,27,0.15,0.48148148148148145,3.074074074074074,10.964121023246456,5.916202062607435,0.006405484479684227,0.5459459459459459,180
75,581,0.15294117647058825,spring-projects/spring-boot,77909,41346,Java,357,3,-0.03673582409249338,0.3653458185832287,2000,11.11111111111111,0.6722222222222223,41,85,0.4722222222222222,0.8470588235294118,0.5764705882352941,11.263309593324903,5.8805329864007,0.004582269057490149,5.602240896358543,180
85,5305,0.5652173913043478,elastic/elasticsearch,73359,25347,Java,347,0,-0.21602250774603823,0.057875750532636064,2000,11.11111111111111,0.5388888888888889,179,23,0.12777777777777777,0.43478260869565216,1.565217391304348,11.203134106930346,5.8522024797744745,0.004730162624899467,5.763688760806916,180
60,244,0.0,apache/kafka,30574,14525,Java,347,0,-0.28855347416438537,0.05287644930211949,1183,6.572222222222222,0.95,145,0,0.0,0.0,0.0,10.327937960555372,5.8522024797744745,0.011349512657813829,3.409221902017291,180
85,720,0.6,google/guava,50977,11032,Java,322,2,-0.09716277549282712,0.39115229935303375,215,1.1944444444444444,0.5,17,5,0.027777777777777776,0.4,5.2,10.83914944608954,5.777652323222656,0.006316574141279401,0.6677018633540373,180
80,13,0.13333333333333333,ReactiveX/RxJava,48219,7606,Java,289,2,-0.09392216740485639,0.35291033036182484,40,0.2222222222222222,0.13333333333333333,3,12,0.06666666666666667,0.9166666666666666,3.466666666666667,10.783529151735163,5.66988092298052,0.005993488044131981,0.1384083044982699,180
85,131,0.42857142857142855,junit-team/junit-framework,6745,1569,Java,236,2,-0.05937978303956213,0.3846233874323762,877,4.872222222222222,0.7888888888888889,17,28,0.15555555555555556,0.5714285714285714,2.7857142857142856,8.816705015621595,5.4680601411351315,0.03498888065233506,3.7161016949152543,180
80,462,0.475,mockito/mockito,15239,2622,Java,296,2,-0.08353136406681398,0.49185721335746013,49,0.2722222222222222,0.18888888888888888,13,40,0.2222222222222222,0.525,1.65,9.631678829240638,5.6937321388027,0.019423846709101647,0.16554054054054054,180
85,118,0.10526315789473684,square/okhttp,46537,9228,Kotlin,267,4,-0.08185370344172108,0.27611278595495653,226,1.2555555555555555,0.5222222222222223,12,19,0.10555555555555556,0.8947368421052632,4.157894736842105,10.748024462146892,5.5909869805108565,0.005737370264520704,0.846441947565543,180
75,685,0.6363636363636364,apache/maven,4720,2764,Java,209,3,-0.08477982056653457,0.18606958123715722,344,1.9111111111111112,0.6611111111111111,21,22,0.12222222222222222,0.36363636363636365,0.9545454545454546,8.459775920546287,5.3471075307174685,0.044279661016949155,1.645933014354067,180
85,3146,0.7142857142857143,gradle/gradle,17889,4986,Groovy,345,1,-0.0912908375075812,0.11156145506130306,2000,11.11111111111111,0.5666666666666667,62,35,0.19444444444444445,0.2857142857142857,1.0571428571428572,9.791997176502765,5.846438775057725,0.01928559449941305,5.797101449275362,180
60,17,0.0,apache/tomcat,7893,5211,Java,134,2,-0.047092146406488865,0.7637894055279025,448,2.488888888888889,0.6,20,0,0.0,0.0,0.0,8.973858256222792,4.90527477843843,0.01697706828835677,3.343283582089552,180
60,64,0.0,apache/commons-lang,2830,1702,Java,229,2,-0.08013896289939723,0.5182250396196514,337,1.8722222222222222,0.4444444444444444,17,0,0.0,0.0,0.0,7.9483852851118995,5.438079308923196,0.08091872791519435,1.4716157205240175,180
0,0,0.0,Unknown,0,0,Unknown,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180
85,381,0.47619047619047616,FasterXML/jackson-databind,3602,1436,Java,260,1,-0.052645410281573185,0.8959764474975466,224,1.2444444444444445,0.3888888888888889,18,42,0.23333333333333334,0.5238095238095238,5.238095238095238,8.189522110748094,5.564520407322694,0.07218212104386452,0.8615384615384616,180
85,159,0.2857142857142857,square/retrofit,43635,7324,HTML,158,2,-0.11254714544045466,0.5681632653061225,130,0.7222222222222222,0.37777777777777777,4,7,0.03888888888888889,0.7142857142857143,2.0,10.683637776717648,5.0689042022202315,0.0036209464879110803,0.8227848101265823,180
80,324,0.34210526315789475,google/gson,23905,4335,Java,155,4,-0.12960151802656547,0.32745098039215687,52,0.28888888888888886,0.17222222222222222,9,20,0.1111111111111111,0.7,4.473684210526316,10.081884752437926,5.049856007249537,0.006483999163354947,0.33548387096774196,180
45,231,0.0,apache/lucene-solr,4373,2641,,229,2,-0.11192458391043664,0.12101554267650158,0,0.0,0.0,0,0,0.0,0.0,0.0,8.383433201236713,5.438079308923196,0.05236679624971415,0.0,180
60,164,0.0,hibernate/hibernate-orm,6201,3665,Java,366,3,-0.07082869859950494,0.19656240631557909,1488,8.266666666666667,1.1166666666666667,69,0,0.0,0.0,0.0,8.732627099660395,5.905361848054571,0.059022738268021284,4.065573770491803,180
85,200,0.4,mybatis/mybatis-3,20163,12947,Java,243,3,-0.09565354411500647,0.25129118432769365,151,0.8388888888888889,0.45,10,25,0.1388888888888889,0.6,2.48,9.911654115202522,5.497168225293202,0.012051778009224818,0.6213991769547325,180
85,296,0.18181818181818182,spring-projects/spring-framework,58539,38601,Java,355,3,-0.04665479383626353,0.26391030583397584,1272,7.066666666666666,0.95,71,77,0.42777777777777776,0.8181818181818182,1.3116883116883118,10.977465560245877,5.87493073085203,0.0060643331795896755,3.583098591549296,180
35,487,0.0,torvalds/linux,198461,57111,C,0,0,0.0,0.0,2000,11.11111111111111,0.5388888888888889,694,0,0.0,0.0,0.0,12.198352925014955,0.0,0.0,2000.0,180
85,1674,0.4827586206896552,microsoft/terminal,99020,8673,C++,413,3,-0.1302180767976153,0.20372398685651696,149,0.8277777777777777,0.37777777777777777,30,58,0.32222222222222224,0.5172413793103449,2.1724137931034484,11.503087227834325,6.025865973825314,0.004170874570793779,0.36077481840193704,180
85,2627,0.625,redis/redis,70217,24138,C,382,1,-0.08397728827711474,0.5977193274513068,353,1.961111111111111,0.6722222222222223,55,32,0.17777777777777778,0.375,4.4375,11.159359967402821,5.948034989180646,0.00544027799535725,0.9240837696335078,180
80,251,0.6410256410256411,nginx/nginx,27565,7442,C,80,2,-0.10083313389972479,0.4407083881775757,79,0.4388888888888889,0.26666666666666666,8,39,0.21666666666666667,0.358974358974359,1.564102564102564,10.224338408254384,4.394449154672439,0.002902231090150553,0.9875,180
85,41,0.5384615384615384,curl/curl,38409,6798,C,411,1,-0.05488508367533201,0.5650838234003336,1510,8.38888888888889,1.0777777777777777,106,13,0.07222222222222222,0.46153846153846156,5.3076923076923075,10.556073121339951,6.021023349349527,0.010700617042880575,3.6739659367396595,180
60,246,0.0,git/git,55787,26443,C,423,1,-0.150163240997824,0.3794696441032798,1696,9.422222222222222,0.9722222222222222,119,0,0.0,0.0,0.0,10.929314071478585,6.049733455231958,0.007582411672970405,4.009456264775413,180
80,196,0.375,libuv/libuv,25567,3727,C,444,2,-0.1435413436548393,0.3270738753611226,80,0.4444444444444444,0.28888888888888886,36,32,0.17777777777777778,0.625,4.25,10.149096848566002,6.09807428216624,0.017366136034732273,0.18018018018018017,180
35,16,0.0,sqlite/sqlite,8127,1218,C,0,0,0.0,0.0,731,4.061111111111111,0.8666666666666667,4,0,0.0,0.0,0.0,9.003070169818264,0.0,0.0,731.0,180
85,2747,0.65625,opencv/opencv,83276,56238,C++,273,2,-0.15514914033965077,0.3848070932183082,503,2.7944444444444443,0.8055555555555556,97,32,0.17777777777777778,0.34375,2.0625,11.32992767958525,5.6131281063880705,0.003278255439742543,1.8424908424908424,180
75,1419,0.7352941176470589,microsoft/vcpkg,25301,6978,CMake,419,2,-0.2562369994088152,0.11371559633027523,1487,8.261111111111111,0.7888888888888889,316,34,0.18888888888888888,0.2647058823529412,0.8823529411764706,10.138638722974616,6.040254711277414,0.01656061025255919,3.548926014319809,180
80,376,0.6222222222222222,jemalloc/jemalloc,10300,1540,C,160,3,-0.11564587508350034,0.3456913827655311,46,0.25555555555555554,0.18888888888888888,14,31,0.17222222222222222,0.3548387096774194,4.511111111111111,9.239996256883693,5.081404364984463,0.015533980582524271,0.2875,180
80,89,0.6,memcached/memcached,13903,3307,C,191,2,-0.14566174100939872,0.5459132189707366,25,0.1388888888888889,0.07777777777777778,5,12,0.06666666666666667,0.3333333333333333,7.95,9.539931847505173,5.2574953720277815,0.013738042149176437,0.13089005235602094,180
80,120,0.23333333333333334,gperftools/gperftools,8766,1526,C++,107,1,-0.18483195645008665,0.7599544937428896,38,0.2111111111111111,0.1111111111111111,2,18,0.1,0.7777777777777778,5.033333333333333,9.078749951588586,4.68213122712422,0.012206251425963951,0.35514018691588783,180
75,363,0.8666666666666667,google/leveldb,37935,8034,C++,54,2,-0.2547209181011998,0.4507042253521127,1,0.005555555555555556,0.005555555555555556,1,5,0.027777777777777776,0.0,1.8,10.543655808305187,4.007333185232471,0.0014234875444839859,0.018518518518518517,180
75,1237,0.8421052631578947,facebook/rocksdb,30142,6559,C++,298,2,-0.173622668207132,0.11595744680851064,252,1.4,0.6555555555555556,36,19,0.10555555555555556,0.15789473684210525,0.7368421052631579,10.313708002728152,5.700443573390687,0.009886537057925818,0.8456375838926175,180
75,359,0.7115384615384616,zeromq/libzmq,10392,2429,C++,361,3,-0.13603572876974204,0.20654423176409725,7,0.03888888888888889,0.027777777777777776,7,30,0.16666666666666666,0.3,3.5961538461538463,9.248887781588422,5.8916442118257715,0.03473826020015396,0.019390581717451522,180
75,138,0.8275862068965517,libevent/libevent,11603,3445,C,255,3,-0.09655798182881839,0.44570732697381776,3,0.016666666666666666,0.016666666666666666,3,17,0.09444444444444444,0.11764705882352941,1.5517241379310345,9.359105145241294,5.545177444479562,0.021977074894423857,0.011764705882352941,180
60,3,0.0,FFmpeg/FFmpeg,51547,12866,C,314,1,-0.12530649878886838,0.28742677317840715,2000,11.11111111111111,1.4166666666666667,110,0,0.0,0.0,0.0,10.850268691408282,5.752572638825633,0.006091528119968184,6.369426751592357,180
85,9429,0.40963855421686746,golang/go,129113,18276,Go,383,1,-0.1750942533703821,0.1327080352569198,1430,7.944444444444445,1.6166666666666667,202,83,0.46111111111111114,0.5903614457831325,3.0602409638554215,11.768451014022599,5.950642552587727,0.002966393779092733,3.733681462140992,180
85,2497,0.7878787878787878,kubernetes/kubernetes,116572,41031,Go,346,1,-0.2975790182926621,0.28813244695044843,2000,11.11111111111111,0.8222222222222222,214,33,0.18333333333333332,0.21212121212121213,4.666666666666667,11.666272965192228,5.849324779946859,0.0029681227052808564,5.780346820809249,180
75,3622,0.8888888888888888,moby/moby,70377,18787,Go,398,1,-0.13185784060699013,0.24106066693451186,2000,11.11111111111111,1.0,46,18,0.1,0.1111111111111111,0.5,11.161635993307835,5.988961416889864,0.005655256688975091,5.025125628140704,180
85,696,0.6451612903225806,prometheus/prometheus,59669,9676,Go,352,2,-0.15518116688551153,0.12914874001229257,863,4.794444444444444,0.8333333333333334,120,31,0.17222222222222222,0.3548387096774194,1.1290322580645162,10.996584660516127,5.8664680569332965,0.005899210645393755,2.4517045454545454,180
75,3765,1.0,grafana/grafana,69200,12795,TypeScript,373,1,-0.24803547326392883,0.18285061247812578,2000,11.11111111111111,0.4666666666666667,238,26,0.14444444444444443,0.0,0.5384615384615384,11.1447705923684,5.924255797414532,0.005390173410404624,5.361930294906166,180
75,3622,0.8888888888888888,moby/moby,70377,18787,Go,398,1,-0.13185784060699013,0.24106066693451186,2000,11.11111111111111,1.0,46,18,0.1,0.1111111111111111,0.5,11.161635993307835,5.988961416889864,0.005655256688975091,5.025125628140704,180
85,846,0.7272727272727273,helm/helm,28280,7288,Go,373,3,-0.183557303024112,0.17776049766718507,657,3.65,0.9111111111111111,70,33,0.18333333333333332,0.2727272727272727,2.909090909090909,10.24994548006426,5.924255797414532,0.01318953323903819,1.7613941018766757,180
85,1950,0.5,hashicorp/terraform,45944,9948,Go,357,2,-0.13401008030189596,0.13565362198168193,572,3.1777777777777776,0.6333333333333333,72,24,0.13333333333333333,0.5,2.125,10.735200307934985,5.8805329864007,0.007770329096291137,1.6022408963585435,180
85,293,0.5625,etcd-io/etcd,49919,10117,Go,373,2,-0.09704838089452775,0.21532182721148646,1046,5.811111111111111,0.9944444444444445,58,16,0.08888888888888889,0.4375,4.4375,10.81817700304331,5.924255797414532,0.007472104809791863,2.804289544235925,180
85,2126,0.625,influxdata/influxdb,30382,3635,Rust,318,0,-0.14307574163354006,0.05349015270747373,249,1.3833333333333333,0.6166666666666667,15,40,0.2222222222222222,0.375,2.3,10.321638520451476,5.765191102784844,0.010466723717990916,0.7830188679245284,180
85,440,0.8095238095238095,containerd/containerd,19040,3618,Go,428,4,-0.10189538862860612,0.12403826854887268,669,3.716666666666667,0.85,64,21,0.11666666666666667,0.19047619047619047,3.238095238095238,9.85434982797458,6.061456918928017,0.022478991596638655,1.5630841121495327,180
75,545,0.6538461538461539,istio/istio,37079,8024,Go,366,2,-0.18413255240729798,0.16360712850060297,790,4.388888888888889,0.9833333333333333,100,26,0.14444444444444443,0.34615384615384615,0.8846153846153846,10.520833019679792,5.905361848054571,0.009870816365058389,2.158469945355191,180
75,7509,0.8382352941176471,cockroachdb/cockroach,31124,3939,Go,320,0,-0.18230746738270953,0.0731813389562467,2000,11.11111111111111,0.5555555555555556,95,68,0.37777777777777777,0.16176470588235295,0.6470588235294118,10.345766633767008,5.771441123130016,0.010281454825857858,6.25,180
70,1311,1.0,hashicorp/consul,29162,4495,Go,355,0,-0.16638720387558859,0.09573228846764799,86,0.4777777777777778,0.3111111111111111,32,3,0.016666666666666666,0.0,0.3333333333333333,10.280656061489179,5.87493073085203,0.012173376311638433,0.24225352112676057,180
